criticalCount,seriousCount,minorCount,pastFail,pastCritical,pastSerious,pastMinor,timeSinceLast,firstRecord,POLICE_DISTRICT,ageAtInspection,consumption_on_premises_incidental_activity,tobacco,package_goods,outdoor_patio,public_place_of_amusement,limited_business_license,childrens_services_facility_license,tavern,regulated_business_license,filling_station,caterers_liquor_license,mobile_food_license,precipIntensity,temperatureMax,windSpeed,humidity,heat_burglary,heat_garbage,heat_sanitation,criticalFound,Risk_Risk 1 (High),Risk_Risk 2 (Medium),Risk_Risk 3 (Low),Inspection_Type_Canvass,Facility_Type_Clean_Other,Facility_Type_Clean_Restaurant,APPLICATION_TYPE_C_EXPA,APPLICATION_TYPE_C_LOC,APPLICATION_TYPE_ISSUE,APPLICATION_TYPE_RENEW
1,1,2,0,0,0,0,2.0,1,8.0,7.065753424657534,0,1,0,0,0,1,0,0,0,1,0,0,0.0099866666666666,52.73,16.266666666666666,0.6900000000000001,8.053017138914388,14.968771783912736,23.31695433549911,1,False,False,True,True,True,False,False,False,False,True
0,0,3,0,0,0,0,2.0,1,8.0,8.227397260273973,0,0,0,0,0,0,0,0,0,0,0,0,0.01197,49.25333333333333,18.21,0.7733333333333334,22.822638185884376,16.242308659959296,11.614515924777708,0,False,True,False,True,False,True,False,False,False,True
0,2,3,0,0,0,0,2.0,1,8.0,9.216438356164383,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62.49000000000001,6.583333333333333,0.63,34.05700012771472,24.921350646355343,10.48237899870107,0,False,True,False,True,True,False,False,False,False,True
0,1,3,0,0,0,0,2.0,1,8.0,4.172602739726028,0,1,0,0,0,0,0,0,0,1,0,0,0.0,62.49000000000001,6.583333333333333,0.63,4.543672895196806,15.761071414271628,3.106264846472933,0,False,False,True,True,True,False,False,False,False,True
0,0,4,0,0,0,0,2.0,1,8.0,9.052054794520547,0,0,0,0,0,0,0,0,0,0,0,0,0.0037099999999999,65.94666666666666,7.489999999999999,0.6166666666666667,17.038715798009186,38.495514099866696,8.583522034374226,0,False,True,False,True,False,True,False,False,False,True
0,0,1,0,0,0,0,2.0,1,9.0,5.926027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0.0037099999999999,65.94666666666666,7.489999999999999,0.6166666666666667,17.098429647296857,29.697239593683307,28.952323096137757,0,False,False,True,True,True,False,False,False,False,True
0,1,3,0,0,0,0,2.0,1,9.0,9.197260273972605,0,0,0,0,0,0,0,0,0,0,0,0,0.0037099999999999,65.94666666666666,7.489999999999999,0.6166666666666667,8.306805475753947,30.2747091987077,16.636762363751007,0,True,False,False,True,True,False,False,False,False,True
0,0,2,0,0,0,0,2.0,1,9.0,2.372602739726027,0,0,0,0,0,1,0,0,0,0,0,0,0.0037099999999999,65.94666666666666,7.489999999999999,0.6166666666666667,8.927896209686791,18.565621397784756,10.617809057570318,0,False,True,False,True,True,False,False,False,False,True
0,0,1,0,0,0,0,2.0,1,8.0,10.197260273972605,0,0,0,0,0,0,0,0,0,0,0,0,0.0037099999999999,65.94666666666666,7.489999999999999,0.6166666666666667,16.288083435287955,38.80642819490828,16.82776798406699,0,False,True,False,True,False,True,False,False,False,True
0,1,2,0,0,0,0,2.0,1,9.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0038966666666666,68.60666666666667,10.03,0.5933333333333333,33.70907158189536,41.95059172737432,23.21496082675556,0,True,False,False,True,True,False,False,False,False,True
0,0,0,0,0,0,0,2.0,1,8.0,2.756164383561644,0,0,0,0,0,1,0,0,0,0,0,0,0.0038966666666666,68.60666666666667,10.03,0.5933333333333333,11.482167036503718,27.81710838443584,9.8935017330078,0,True,False,False,True,True,False,False,False,False,True
0,0,0,0,0,0,0,2.0,1,8.0,2.756164383561644,0,0,0,0,0,1,0,0,0,0,0,0,0.0038966666666666,68.60666666666667,10.03,0.5933333333333333,11.482167036503718,27.81710838443584,9.8935017330078,0,True,False,False,True,True,False,False,False,False,True
0,0,2,0,0,0,0,2.0,1,8.0,9.6986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0.00508,64.86333333333334,12.926666666666668,0.66,1.3867443234678871,1.9558114966946876,1.409276628438579,0,True,False,False,True,False,True,False,False,False,True
0,0,2,0,0,0,0,2.0,1,8.0,9.6986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0.00508,64.86333333333334,12.926666666666668,0.66,1.6129512444485774,1.2005020304440277,1.3151230421063662,0,True,False,False,True,False,True,False,False,False,True
0,1,4,0,0,0,0,2.0,1,8.0,5.657534246575342,0,0,0,0,0,0,0,0,0,0,0,0,0.00508,64.86333333333334,12.926666666666668,0.66,1.6129512444485774,1.2005020304440277,1.3151230421063662,0,False,True,False,True,False,True,False,False,False,True
0,0,0,0,0,0,0,2.0,1,8.0,9.6986301369863,0,1,0,0,0,1,0,0,0,0,0,0,0.00508,64.86333333333334,12.926666666666668,0.66,1.641520598941024,2.2003344086959262,1.7882097675151667,0,False,True,False,True,False,True,False,False,False,True
0,0,2,0,0,0,0,2.0,1,9.0,9.219178082191782,0,0,0,0,0,0,0,0,0,0,0,0,0.00158,59.04999999999999,10.293333333333331,0.6533333333333333,9.970881361581082,41.780940993295815,26.38523102421867,0,True,False,False,True,False,True,False,False,False,True
0,0,4,0,0,0,0,2.0,1,8.0,0.8821917808219178,0,0,0,0,0,0,0,0,0,0,0,0,0.00158,59.04999999999999,10.293333333333331,0.6533333333333333,16.06473969775723,8.25676056791941,2.9176037977555302,0,True,False,False,True,False,True,False,False,True,False
0,2,5,0,0,0,0,2.0,1,8.0,3.9726027397260273,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61.84333333333333,10.796666666666669,0.62,8.165131040586262,21.98959556782306,7.276151459583752,0,True,False,False,True,False,True,False,False,False,True
0,0,0,0,0,0,0,2.0,1,9.0,3.668493150684931,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61.84333333333333,10.796666666666669,0.62,12.272603117089515,46.47164257397321,21.45966620698735,0,False,True,False,True,False,True,False,False,False,True
0,0,3,0,0,0,0,2.0,1,9.0,5.564383561643836,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61.84333333333333,10.796666666666669,0.62,6.974223963966955,16.50996510103531,17.08511617544527,0,True,False,False,True,False,True,False,False,False,True
1,1,9,0,0,0,0,2.0,1,9.0,-0.0767123287671232,0,0,0,0,0,0,0,0,0,0,0,0,0.00325,59.25333333333333,16.19,0.6533333333333333,9.89356741293527,40.361857676096825,23.434394635363653,1,False,True,False,True,False,True,False,False,True,False
1,1,4,0,0,0,0,2.0,1,9.0,9.476712328767125,0,0,0,0,0,0,0,0,0,0,0,0,0.00325,59.25333333333333,16.19,0.6533333333333333,12.142879082669984,42.06436516974996,24.04357134865662,1,True,False,False,True,True,False,False,False,False,True
0,0,2,0,0,0,0,2.0,1,9.0,8.216438356164383,0,1,0,0,0,1,0,0,0,1,0,0,0.00325,59.25333333333333,16.19,0.6533333333333333,20.84489891470086,21.840798301613464,8.429373358964895,0,False,False,True,True,True,False,False,False,False,True
0,0,5,0,0,0,0,2.0,1,8.0,8.597260273972603,0,1,0,0,0,1,0,0,0,0,0,0,0.00325,59.25333333333333,16.19,0.6533333333333333,5.2719058420066895,7.037485958648563,3.157476581042863,0,False,False,True,True,True,False,False,False,False,True
0,0,2,0,0,0,0,2.0,1,8.0,9.490410958904109,0,0,0,0,0,0,0,0,0,0,0,0,0.0135666666666666,55.79,11.676666666666668,0.7733333333333334,17.149889199768094,15.263630359075377,14.475398430805486,0,True,False,False,True,False,True,False,False,False,True
0,0,2,0,0,0,0,2.0,1,8.0,6.967123287671233,0,0,0,0,0,0,0,0,0,0,0,0,0.0174466666666666,56.16,11.1,0.8466666666666667,3.967269260360995,3.8412162241136127,2.278264053541655,0,False,False,True,True,False,True,False,False,False,True
1,0,4,0,0,0,0,2.0,1,9.0,9.504109589041096,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60.08666666666667,15.836666666666668,0.6333333333333333,14.412912599673254,29.80139845344808,21.48965704143585,1,True,False,False,True,True,False,False,False,False,True
0,1,3,0,0,0,0,2.0,1,9.0,3.5397260273972604,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60.08666666666667,15.836666666666668,0.6333333333333333,6.714984966114318,18.76729864226597,18.479855903919173,0,False,True,False,True,False,True,False,False,False,True
0,0,0,0,0,0,0,2.0,1,8.0,3.83013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,61.02,14.193333333333332,0.6366666666666666,18.60895106328976,11.46332046158208,13.728339109848417,0,False,True,False,True,False,True,False,False,False,True
0,0,5,0,0,0,0,2.0,1,8.0,9.257534246575345,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,61.82666666666668,12.05,0.6566666666666667,9.463320840626054,7.142711671673806,10.423836723461378,0,True,False,False,True,False,True,False,False,False,True
0,1,1,0,0,0,0,2.0,1,8.0,6.18082191780822,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,61.82666666666668,12.05,0.6566666666666667,9.463320840626054,7.142711671673806,10.423836723461378,0,False,True,False,True,False,True,False,False,False,True
0,0,1,0,0,0,0,2.0,1,8.0,1.158904109589041,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,54.32,9.366666666666664,0.5966666666666667,9.486311670510156,7.152685197107149,10.567735656190198,0,True,False,False,True,False,True,False,False,True,False
0,0,0,0,0,0,0,2.0,1,8.0,2.9534246575342467,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,54.32,9.366666666666664,0.5966666666666667,11.192838812749743,8.434172223157102,18.70699386336161,0,True,False,False,True,False,True,False,False,False,True
0,0,1,0,0,0,0,2.0,1,8.0,9.512328767123288,0,1,1,0,0,0,0,0,0,0,0,0,0.00014,54.32,9.366666666666664,0.5966666666666667,10.72861498165821,9.84737548328433,16.926963450612465,0,False,False,True,True,True,False,False,False,False,True
0,0,2,0,0,0,0,2.0,1,8.0,9.75890410958904,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50.6,11.65,0.5233333333333333,1.417613922440678,4.295796999831294,5.823748070274933,0,False,True,False,True,False,True,False,False,False,True
0,0,2,0,0,0,0,2.0,1,8.0,9.75890410958904,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50.6,11.65,0.5233333333333333,2.2558655557293927,9.93758956797742,5.097078332234994,0,False,True,False,True,False,True,False,False,False,True
0,1,6,0,0,0,0,2.0,1,8.0,9.75890410958904,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50.6,11.65,0.5233333333333333,9.872421691155647,12.42745459753696,14.192098753749576,0,True,False,False,True,False,True,False,False,False,True
0,0,0,1,0,0,0,0.010958904109589,0,8.0,2.964383561643836,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55.203333333333326,18.01,0.5666666666666667,11.557051977556496,7.938602499535175,19.10247888431477,0,True,False,False,True,False,True,False,False,False,True
0,3,6,0,0,0,0,2.0,1,9.0,2.334246575342466,0,1,0,0,0,0,0,0,0,1,0,0,0.00018666666666666663,52.77666666666666,15.096666666666666,0.6766666666666666,10.716950085534847,42.17373681161637,25.39895045788465,0,False,False,True,True,True,False,False,False,False,True
0,0,3,0,0,0,0,2.0,1,9.0,8.35068493150685,0,0,0,0,0,0,0,0,0,0,0,0,0.0096833333333333,54.056666666666665,15.356666666666667,0.7966666666666665,9.66999394606247,39.405600435065296,23.476228239493626,0,False,True,False,True,False,True,False,False,False,True
0,0,2,0,0,0,0,2.0,1,9.0,6.002739726027397,0,1,0,0,0,1,0,0,0,0,0,0,0.0020833333333333,43.53,18.56,0.7566666666666667,9.702977045638946,27.61851666189381,18.605779553185496,0,True,False,False,True,True,False,False,False,False,True
0,0,0,0,0,0,0,2.0,1,8.0,4.432876712328767,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42.08666666666667,16.98,0.65,1.2693537290266024,1.141833582406982,2.973523504363478,0,False,True,False,True,False,True,False,False,False,True
0,0,3,0,0,0,0,2.0,1,8.0,8.271232876712329,1,0,0,0,0,0,0,0,0,0,0,0,0.0,42.08666666666667,16.98,0.65,1.2693537290266024,1.141833582406982,2.973523504363478,0,True,False,False,True,False,True,False,False,False,True
0,0,3,0,0,0,0,2.0,1,8.0,8.172602739726027,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42.08666666666667,16.98,0.65,1.2693537290266024,1.141833582406982,2.973523504363478,0,True,False,False,True,False,True,False,False,False,True
0,0,4,0,0,0,0,2.0,1,8.0,8.153424657534247,1,0,0,0,0,0,0,0,0,0,0,0,0.0,42.08666666666667,16.98,0.65,1.2693537290266024,1.141833582406982,2.973523504363478,0,True,False,False,True,False,True,False,False,False,True
0,0,4,0,0,0,0,2.0,1,9.0,9.312328767123288,0,1,0,0,0,0,0,0,0,0,0,0,0.0043333333333333,47.63666666666668,14.046666666666669,0.7633333333333333,42.038808331996194,52.4782686921719,31.0028103322372,0,False,False,True,True,True,False,False,False,False,True
0,1,3,0,0,0,0,2.0,1,8.0,4.873972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0.0043333333333333,47.63666666666668,14.046666666666669,0.7633333333333333,5.868670471234557,5.897916671084264,13.72032509831886,0,True,False,False,True,False,True,False,False,False,True
0,0,6,0,0,0,0,2.0,1,8.0,7.994520547945205,0,0,0,0,0,0,0,0,0,0,0,0,0.0043333333333333,47.63666666666668,14.046666666666669,0.7633333333333333,17.549904099949014,17.3730575347766,4.7825877653713365,0,False,False,True,True,True,False,False,False,False,True
0,0,3,0,0,0,0,2.0,1,8.0,9.810958904109588,1,0,0,0,0,0,0,0,0,0,0,0,0.0013933333333333,43.66333333333333,13.543333333333337,0.7366666666666667,1.1704740104884992,1.1434639265192628,3.0541815719069088,0,True,False,False,True,False,True,False,False,False,True
0,0,1,0,0,0,0,2.0,1,8.0,9.684931506849315,1,0,0,0,0,0,0,0,0,0,0,0,0.0013933333333333,43.66333333333333,13.543333333333337,0.7366666666666667,1.1704740104884992,1.1434639265192628,3.0541815719069088,0,True,False,False,True,False,True,False,False,False,True
0,0,1,0,0,0,0,2.0,1,8.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0013933333333333,43.66333333333333,13.543333333333337,0.7366666666666667,1.1704740104884992,1.1434639265192628,3.0541815719069088,0,True,False,False,True,False,True,False,False,False,True
0,0,0,0,0,0,0,2.0,1,8.0,9.567123287671231,0,0,0,0,0,1,0,0,0,0,0,0,0.0013933333333333,43.66333333333333,13.543333333333337,0.7366666666666667,1.2872672348158407,1.3835362037579446,1.6914992007800096,0,False,False,True,True,True,False,False,False,False,True
1,0,1,0,0,0,0,2.0,1,8.0,9.810958904109588,0,0,0,0,0,0,0,0,0,0,0,0,0.0013933333333333,43.66333333333333,13.543333333333337,0.7366666666666667,1.5505002741813243,1.6765697011420595,2.207870039777509,1,False,True,False,True,False,True,False,False,False,True
0,0,2,1,0,0,0,0.0465753424657534,0,8.0,3.010958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0.0004266666666666667,37.67,12.05,0.6766666666666667,10.61445323375164,9.153201033335476,22.294213790397475,0,True,False,False,True,False,True,False,False,False,True
0,0,4,0,0,0,0,2.0,1,8.0,9.816438356164385,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.86666666666667,10.35,0.65,11.828224788406208,11.65486582189122,1.2254954730871743,0,False,True,False,True,True,False,False,False,False,True
0,0,4,0,0,0,0,2.0,1,8.0,8.26849315068493,1,0,0,0,0,0,0,0,0,0,0,0,0.0007466666666666666,44.616666666666674,9.683333333333334,0.65,14.080704984333996,13.881328326667974,5.658290228193705,0,True,False,False,True,False,True,False,False,False,True
0,0,2,0,0,0,0,2.0,1,8.0,2.643835616438356,0,0,0,0,0,0,0,0,0,0,0,0,0.0007466666666666666,44.616666666666674,9.683333333333334,0.65,1.8304909763836976,6.775125860568447,4.209671927995613,0,False,True,False,True,False,True,False,False,False,True
0,0,2,0,0,0,0,2.0,1,8.0,9.832876712328767,0,0,0,0,0,0,0,0,0,0,0,0,0.01625,48.56,10.196666666666667,0.7433333333333333,1.229239443541419,1.3331031157838686,2.348897111048193,0,True,False,False,True,False,True,False,False,False,True
0,0,2,0,0,0,0,2.0,1,8.0,9.832876712328767,1,0,0,0,0,0,0,0,0,0,0,0,0.01625,48.56,10.196666666666667,0.7433333333333333,1.229239443541419,1.3331031157838686,2.348897111048193,0,True,False,False,True,False,True,False,False,False,True
0,0,3,0,0,0,0,2.0,1,8.0,9.832876712328767,1,0,0,0,0,0,0,0,0,0,0,0,0.01625,48.56,10.196666666666667,0.7433333333333333,1.229239443541419,1.3331031157838686,2.348897111048193,0,True,False,False,True,False,True,False,False,False,True
0,0,4,0,0,0,0,2.0,1,8.0,9.832876712328767,1,0,0,0,0,0,0,0,0,0,0,0,0.01625,48.56,10.196666666666667,0.7433333333333333,1.229239443541419,1.3331031157838686,2.348897111048193,0,True,False,False,True,False,True,False,False,False,True
0,0,2,0,0,0,0,2.0,1,8.0,9.843835616438357,0,0,0,0,0,0,0,0,0,0,0,0,0.00033,37.68,9.14,0.7433333333333333,11.126523671679792,3.744934672140928,15.186730379144864,0,False,True,False,True,False,True,False,False,False,True
